ID,review,cleaned_review,date,verification_status,neg_score,neu_score,pos_score,rating
936,"London to Gibraltar. Check in at T3 was fine, lounge was good and staff were more proactive than was previously the case. Flight was good with decent lunch served including the kids meals which were fine. Skilled landing in Gibraltar- a good flight",gibraltar fine lounge good staff proactive previously case good decent lunch served including kids meals fine skilled landing gibraltar good,2019-04-18,Verified ,0.0029496003,0.039259195,0.95779103,5
937,"London to Boston. BA replaced A380 with a very old Boeing 747. Video system did not work for more than 1 hour, then work for a few hours and stopped working. No WIFI, very old plane. Service OK. Not good for business traveling.",boston replaced old boeing video system work hour work hours stopped working wifi old service ok good business traveling,2019-04-17,Verified ,0.9084307,0.082440406,0.009128926,1
938,"London to Doha. Similar to our outbound flight, the seats are comfortable but behind the competition, very small storage area , if you are tall try sleeping sitting up or in the cradle position as the bed is just not long enough. The food portions seems like you are forced to go on a diet, though the taste was ok. The entertainment system had the worst selection of any airline I have flown lately - but their check in baggage policy makes them a very attractive option when you see what their opposition charges for excess luggage.",doha similar outbound seats comfortable behind competition small storage area tall try sleeping sitting cradle position bed long enough food portions seems like forced go diet though taste ok entertainment system worst selection flown lately baggage policy makes attractive option see opposition charges excess luggage,2019-04-14,Verified ,0.38018474,0.39667788,0.22313732,2
939,"London Heathrow to Houston. Despite sitting at the back of the plane we were really well looked after. Without exception all of the staff in this cabin were exceptionally friendly and professional. They really seemed to be enjoying their work. Lunch and a pre landing snack were provide together with an ice cream mid flight. Commendably, even in these days of austerity, my pre lunch gin was served with Fever Tree tonic. Well done BA. Frequent drinks runs were made. Despite its age the Jumbo was well turned out internally. The only downside was because of Air Traffic issues at Heathrow the flight arrived late. This meant that we almost missed our connecting domestic flight. This was mainly down to tardy Immigration procedures, the need to pick up our bags and transfer to another terminal for our ongoing flight. All very stressful.",heathrow houston despite sitting back really well looked without exception staff cabin exceptionally friendly professional really seemed enjoying work lunch pre landing snack provide together ice cream mid commendably even days austerity pre lunch gin served fever tree tonic well done frequent drinks runs made despite age jumbo well turned internally downside air traffic issues heathrow arrived late meant almost missed connecting domestic mainly tardy immigration procedures need pick bags transfer another terminal ongoing stressful,2019-04-14,Verified ,0.08224387,0.22332498,0.6944312,4
940,Larnaca to London. This A320 is totally unsuitable for a flight of this length. The seat pitch and width are the same for economy and club. Having paid €1000 for my flight it's disgraceful on flight where you are sitting for more than 5 hours in an expensive Club Europe seat the personal space is so tight. If the person in front reclined their seat it's a nightmare. The seat in the middle is blocked but getting out if the seats in front are reclined is hazardous.  You pay for a Club ticket for space and comfort and get nothing.,larnaca totally unsuitable length pitch width economy club paid disgraceful sitting hours expensive club europe personal space tight person front reclined nightmare middle blocked getting seats front reclined hazardous pay club ticket space comfort get nothing,2019-04-14,Not Verified,0.9213317,0.06946079,0.009207495,1
941,"I booked my BA flight from Zurich to London Heathrow using Avios, my frequent flyer number had to be added 3 times during the booking process. When I tried to reserve an aisle seat (for medical reasons) the BA website showed that all of the seats had been allocated save for a few seats for which I would have had to pay about thirty pounds. The check-in area for BA at Zurich airport is in a hard to find spot of the airport. The check-in agent was very professional, helpful and informative. The area of departure from Zurich was by transfer train. The flight boarded in an orderly manner and left more or less on time. I was dismayed to see cabin crew serve alcohol to a group of already drunk German speaking sports fans. One of the cabin crew declared that she had run out of beer and then suggested to an increasingly loud and aggressive man that he might like the cider instead. In the meantime the same crew members ignored me and other passengers while offering the trolley service. The overhead maps were not used and the captain made minimal announcements during the flight none of which were in German. The flight arrived reasonably promptly.",booked zurich heathrow using avios frequent flyer number added times booking process tried reserve aisle medical reasons website showed seats allocated save seats would pay thirty pounds checkin area zurich airport hard find spot airport checkin agent professional helpful informative area departure zurich transfer train boarded orderly manner left less time dismayed see cabin crew serve alcohol group already drunk german speaking sports fans one cabin crew declared run beer suggested increasingly loud aggressive man might like cider instead meantime crew members ignored passengers offering trolley service overhead maps used captain made minimal announcements none german arrived reasonably promptly,2019-04-14,Verified ,0.31822026,0.47731987,0.20445998,2
942,The booking process was easy enough but they have reduced the baggage allowance in terms of the seats one can book. The cost of including a bag added considerably to the cheapest fare. Check-in was well managed and it was good to see passengers with too much luggage required to check their bags in. Departure was well managed and although there was a delay the captain communicated well. My gripe is that my seat was dirty and the window was also dirty.  Some of the to buy M&S food items were not available and the lavatory I used was dirty. The staff were very professional and pleasant and the drop-down route map was nice especially for the younger passengers to enjoy. Hardworking crew.,booking process easy enough reduced baggage allowance terms seats one book cost including bag added considerably cheapest fare checkin well managed good see passengers much luggage required bags departure well managed although delay captain communicated well gripe dirty window also dirty buy ms food items available lavatory used dirty staff professional pleasant dropdown route map nice especially younger passengers enjoy hardworking crew,2019-04-13,Verified ,0.048026647,0.15283976,0.79913366,4
943,"London to Tokyo Narita. Had a fantastic flight in the new BA First cabin on the Boeing 787. On both journeys the crew were outstanding as was the food and the service. The food was of high end restaurant standard, the seat comfortable.",tokyo narita fantastic new first cabin boeing journeys crew outstanding food service food high end restaurant standard comfortable,2019-04-12,Verified ,0.0014882835,0.015243583,0.98326796,5
944,"Bridgetown to London Gatwick. Paid for a Business Class flight. The onboard service was abysmal. No refreshments offered on boarding. Dinner took three hours to be served (on a night flight). My Husband had to go to the Galley twice for his dinner requests, he’d been forgotten. I requested ‘Express’ service, which didn’t happen. Website advertises ‘Premium Levels of Service’ and ‘Every Journey Unique and Unforgettable.’ The service was dreadful, but the journey was definitely unforgettable for the wrong reasons. Don’t waste your money with this airline, you don’t get what you pay for and they try to compensate by offering loyalty points, and telling you that you don’t pay for the Service, that the extra costs are for taxes, the Lounge and extra loyalty points. All BA could respond with was a goodwill gesture of loyalty points. Really?",bridgetown gatwick paid business class onboard service abysmal refreshments offered dinner took three hours served night husband go galley twice dinner requests hed forgotten requested express service didnt happen website advertises premium levels service every journey unique unforgettable service dreadful journey definitely unforgettable wrong reasons dont waste money dont get pay try compensate offering loyalty points telling dont pay service extra costs taxes lounge extra loyalty points could respond goodwill gesture loyalty points really,2019-04-11,Verified ,0.9294783,0.06152739,0.008994323,1
946,"Chicago to London. Cancelled flights just a few hours before I left home, then put me on a different flight which would have made it impossible to make my connecting flight. Was finally put on a different flight. On the way home, because my first flight was through American Airlines, and the second through British Airways (all in the same booking), I was only able to check in and get a seat on the American Airlines flight, as I was redirected every time to their website. Couldn’t check in for the British Airways flight so had to have a middle seat which is very uncomfortable. I always check in 24 hours before to guarantee a seat, but BA wouldn’t allow me to do this.",chicago cancelled hours left home put different would made impossible make connecting finally put different way home first american airlines second booking able get american airlines redirected every time website couldnt middle uncomfortable always hours guarantee wouldnt allow,2019-04-10,Verified ,0.7309365,0.2414037,0.027659904,1
947,London to Bangalore. This was the worst experience. I flew with my infant daughter ande cabin crew was extremely rude. I was surprised that there was no way to heat milk for my daughter. I found the food portions so meagre. Not sufficient for a child also.  British Airways is sad in every sense of the term.,bangalore worst experience flew infant daughter ande cabin crew extremely rude surprised way heat milk daughter found food portions meagre sufficient child also sad every sense term,2019-04-06,Verified ,0.9790682,0.018229892,0.0027018401,1
948,"Hamburg to Abu Dhabi via Heathrow. The 1.5h flight from Hamburg to Heathrow was like flying a budget carrier. No free service at all, everything has to be purchased at inflated prices. Heathrow T5 the usual chaos. I can use the F Lounge due to my One World status. Massive lounge, crowded with the charm and food quality of a Cafeteria. Toilets filthy. One of the worst lounges I’ve seen. Boarding orderly and well organized. Boeing 788 IFE screen broken. Seats very uncomfortable and narrow. Service and food quality average. Flight Abu Dhabi to Heathrow delayed by almost an hour due to late arrival of the flight crew, this is something I have never experieinced before. Rest of the journey uneventful. Overall a rather disappointing experience. BA cannot compete with the Middle Eastern carriers.",hamburg abu dhabi via heathrow h hamburg heathrow like budget carrier free service everything purchased inflated prices heathrow usual chaos use f lounge due one world status massive lounge crowded charm food quality cafeteria toilets filthy one worst lounges ive seen orderly well organized boeing ife screen broken seats uncomfortable narrow service food quality average abu dhabi heathrow delayed almost hour due late arrival crew something never experieinced rest journey uneventful overall rather disappointing experience cannot compete middle eastern carriers,2019-04-01,Verified ,0.93264955,0.059450947,0.007899515,1
949,"London to Seville. Following on from mistakenly booking a return flight with BA despite having a previous confirmed booking with a competitor, I quickly called up BA to resolve the issue. They understood the problem and gave me a full refund. The agent was exceptionally helpful on the phone and provided me a quick answer and solution to the problem. I don’t believe most airlines would have accepted my reasoning, however it’s great to see BA treat their customers with care.",seville following mistakenly booking return despite previous confirmed booking competitor quickly called resolve issue understood problem gave full refund agent exceptionally helpful phone provided quick answer solution problem dont believe airlines would accepted reasoning however great see treat customers care,2019-04-01,Verified ,0.034854166,0.15941685,0.805729,4
950,"Doha to Paris via London. This is the first time using BA since October 2002, nothing has changed,  the same reversible business class seats with very little storage space still comfortable but the business has caught up with BA and left them behind, with very poor entertainment selection and limited food choice. It cannot compare with other business leaders like Cathay and Qatar Airways but on this route BA charges the same price as Qatar Airways but delivers a much poorer product, though the service was OK not as personal but alright. Where they are better is with their check in luggage policy of 2 bags 32 kgs each they are superior and generous. I will still use them but look forward to them rolling in the new business class.",doha paris via first time using since october nothing changed reversible business class seats little storage space still comfortable business caught left behind poor entertainment selection limited food choice cannot compare business leaders like cathay qatar route charges price qatar delivers much poorer product though service ok personal alright better luggage policy bags kgs superior generous still use look forward rolling new business class,2019-04-01,Verified ,0.11842143,0.31636664,0.5652119,3
951,"Madrid to London BA0457 on the 18/03. Couldn't have been a better service. Long time since I flew Club Europe but it was an amazing experience. The welcome aboard was excellent and so was the service and food. Stephen, one of the flight attendants was so attentive and happy to help that he probably made it the best short haul flight experience I have had in a long time. Well done to the crew on that flight!",madrid couldnt better service long time since flew club europe amazing experience welcome aboard excellent service food stephen one attendants attentive happy help probably made best short haul experience long time well done crew,2019-03-29,Verified ,0.002114638,0.007874743,0.9900107,5
952,"On the flight to Tokyo, I was separated from my wife even though it was our honeymoon. Thanks. The return felt like a 12 hour easyJet flight. One meal and one half meal. Limited drinks. Very small seats. I’m 5 foot 9 and my knees touched the seat in front. Very, very mediocre.",tokyo separated wife even though honeymoon thanks return felt like hour easyjet one meal one half meal limited drinks small seats im foot knees touched front mediocre,2019-03-28,Verified ,0.7954507,0.17299753,0.031551782,1
953,"London to Vancouver. Check in agent very helpful in searching out seat options. Very smooth process. The disappointment was the receptionist at the Galleries Lounge at T3 who was rude and unhelpful. All was redeemed once on board. The crew were excellent throughout the flight in the best British Airways tradition - friendly, helpful and attentive. Food not great but on a par with economy in other airlines. Wines better than many airlines. The aircraft was clean and reasonably well maintained for an older 747-400. IFE selection good.",vancouver agent helpful searching options smooth process disappointment receptionist galleries lounge rude unhelpful redeemed board crew excellent throughout best tradition friendly helpful attentive food great par economy airlines wines better many airlines clean reasonably well maintained older ife selection good,2019-03-23,Verified ,0.039849885,0.14972527,0.81042486,4
954,"The First Class zone at Heathrow T5 and the Concorde Lounge are very good. Service on board was excellent in both directions. The cabin layout is unimpressive and the food is nothing to write home about. The screen is small, with poor resolution. I enjoyed the flights in both directions, mainly because of the service. This First does not compare well with that of Middle Eastern and Asian airlines, but BA business class is so poor, I either fly economy or (when I am very lucky) try to fly First.",first class zone heathrow concorde lounge good service board excellent directions cabin layout unimpressive food nothing write home screen small poor resolution enjoyed directions mainly service first compare well middle eastern asian airlines business class poor either economy lucky try first,2019-03-23,Verified ,0.331244,0.32191655,0.34683943,2
955,I had a miserable experience in first class from London to Chicago. I had requested a special meal but that was not available. When I complained to customer relations they simply said too bad and insulted me by offering 10 K miles. The bathroom lacked amenities and i found the service was barebones. The angled suite is not private and when i stretched my feet hit a metal band in the middle of the foot rest. Video screen is small and must be stowed away 20 min before landing. Cabin crew never asked what I wanted and were only available when you press the call button. In flight entertainment is poor.,miserable experience first class chicago requested special meal available complained customer relations simply said bad insulted offering k miles bathroom lacked amenities found service barebones angled suite private stretched feet hit metal band middle foot rest video screen small must stowed away min landing cabin crew never asked wanted available press call button entertainment poor,2019-03-21,Verified ,0.9584517,0.037116807,0.004431381,1
956,Leeds Bradford to Las Vegas via Heathrow. Customer services handling of my question never answered it. Three times I asked them to explain why the cost of my one checked bag caused the fare to increase over £100 on the outbound flight. This was before any increase other than the increase announced for the short LBA LHR fare. I asked why the fare was so much when I could have booked a seat for the bag for about £50. The response was we are doing what everyone else is doing. They never could explain why the fare increased by over £100 when I indicated one checked bag. I asked to speak with someone but that was never responded to. Book LHR LAS at that time and one bag included. Customer service apparently did not understand what I was asking because the answer provided was non-responsive.,leeds bradford las vegas via heathrow customer services handling question never answered three times asked explain cost one checked bag caused fare increase outbound increase increase announced short lba lhr fare asked fare much could booked bag response everyone else never could explain fare increased indicated one checked bag asked speak someone never responded book lhr las time one bag included customer service apparently understand asking answer provided nonresponsive,2019-03-19,Verified ,0.8257112,0.1587989,0.015489941,1
957,"Dallas to London Heathrow in First Class. This is the worst experience I have had on a flight. The crew was indifferent and unresponsive, and treated you more like you were a nuisance to them. There was even less service from this so called first class crew than you get in tourist class in most airlines. The attitude and service of the crew was abysmal. When you have average food and wine on offer and a rather outdated cabin in first class, at least you should prioritize service as your competitive advantage to your full paying customers. This was nothing but a waste of money. I doubt very much I will go back to British Airways again.",dallas heathrow first class worst experience crew indifferent unresponsive treated like nuisance even less service called first class crew get tourist class airlines attitude service crew abysmal average food wine offer rather outdated cabin first class least prioritize service competitive advantage full paying customers nothing waste money doubt much go back,2019-03-19,Verified ,0.96522003,0.030762287,0.004017649,1
958,"Tenerife to Heathrow. Effectively a budget airline masquerading at premium airline prices. Have flown several budget airlines in the past which have offered far more in terms of value for money and service. Seats are rigid and I felt as if I was leaning forward for the the majority of the flight. When I tried to put my seat back to recline, I estimate it moved around 5 degrees. Leg room is also non existent. M&S food ran out halfway through the 5 hour flight and although cabin crew were apologetic, for food to run out during a lunchtime flight is inexcusable and highlights how badly the airline is being managed by the upper echelons. Furthermore, several other budget airlines at the airport had flights leaving directly from the terminal requiring no bussing of passengers. BA again in a move to save money opt for bussing passengers to the far reaches of the airport to avoid paying extra charges for utilising direct access from airport terminals. Can't fault the staff onboard who are clearly dedicated to the BA brand. They are professional, friendly and courteous. It's clear that British Airways are not the airline they once were and I hope that passengers begin to vote with their feet as drastic changes are needed to bring the airline back to its former glory.",tenerife heathrow effectively budget masquerading premium prices flown several budget airlines past offered far terms value money service seats rigid felt leaning forward majority tried put back recline estimate moved around degrees leg room also non existent ms food ran halfway hour although cabin crew apologetic food run lunchtime inexcusable highlights badly managed upper echelons furthermore several budget airlines airport leaving directly terminal requiring bussing passengers move save money opt bussing passengers far reaches airport avoid paying extra charges utilising direct access airport terminals cant fault staff onboard clearly dedicated brand professional friendly courteous clear hope passengers begin vote feet drastic changes needed bring back former glory,2019-03-18,Verified ,0.40293893,0.45278096,0.14428002,2
959,"Heathrow to Larnaca - departed on time, flight nearly full. M&S food available to passengers ran out while cabin crew were half way down the aisle. Larnaca to Heathrow - two messages received while in Larnaca airport - the flight would be delayed by over an hour-departure was supposed to be at 7.15 pm but we took off nearer to 9 pm. The second message was that there was no food to be served on the flight, ""we recognise that this does not meet with the standards you expect from us"". The flight was 5 hours long-so this combination of a delayed departure and no food available on board is totally unacceptable - worse than a budget airline. A midnight arrival at Heathrow was then compounded by off loading cargo before the passengers because of a ""balance problem"". In addition I was incorrectly charged Eur 75 on the return leg for my case - it was clearly the same case that I travlled out to Cyprus with but the system identified it as extra baggage. Cattle class is an under rated description of the service offered to customers. The only saving grace was the cabin crew-particularly the Customer Service Manager-who promised to follow up the baggage issue and logged my complaint. It will take ages to resolve but he was helpful and pleasant throughout. How British Airways can offer such a poor product and expect people to keep flying with them is beyond me.",heathrow larnaca departed time nearly full ms food available passengers ran cabin crew half way aisle larnaca heathrow two messages received larnaca airport would delayed hourdeparture supposed pm took nearer pm second message food served recognise meet standards expect us hours longso combination delayed departure food available board totally unacceptable worse budget midnight arrival heathrow compounded loading cargo passengers balance problem addition incorrectly charged eur return leg case clearly case travlled cyprus system identified extra baggage cattle class rated description service offered customers saving grace cabin crewparticularly customer service managerwho promised follow baggage issue logged complaint take ages resolve helpful pleasant throughout offer poor product expect people keep beyond,2019-03-16,Verified ,0.7726638,0.1876922,0.039644048,1
960,"Los Angeles to London. A very enjoyable and comfortable flight on the new recliner seat set up on the 787. BA have raised their game and provides a superior seat to make for a relaxed flight . If you are travelling solo a retractable divider gives you privacy from your neighbour. Only problem is the 2x3x2 layout is one too many seats across, as it leaves two very narrow gangways; if you have an aisle seat in the ""turn right"" section in Business Class you will be constantly whacked unintentionally(?) by Economy section passengers with their carry-ons when boarding. Food and drinks were excellent, with courses served separately and the wine bottle frequently produced by flight attendants who gave a great service to their passengers. Entertainment choice also excellent with a film choice for everyone. Thanks also to two people most of us forget - the flight crew who got us safely to Heathrow 15 minutes early and put the plane down so gently we hardly noticed we had arrived! Well done BA for providing such a good product and service.",los angeles enjoyable comfortable new recliner set raised game provides superior make relaxed travelling solo retractable divider gives privacy neighbour problem xx layout one many seats across leaves two narrow gangways aisle turn right section business class constantly whacked unintentionally economy section passengers carryons food drinks excellent courses served separately wine bottle frequently produced attendants gave great service passengers entertainment choice also excellent film choice everyone thanks also two people us forget crew got us safely heathrow minutes early put gently hardly noticed arrived well done providing good product service,2019-03-14,Verified ,0.01592605,0.06449005,0.919584,5
961,"London to Phoenix, BA289 yesterday. The plane was supposed to land at 1835. However, it landed at 1940. Because of this I missed my connecting flight to Ontario, California aboard American Airlines. By the time I was able to go through custom and pick up my luggage, it was already 2030. The flight departs at 2037. I went to the ground crew of American Airlines, they told me that I will not be able to make it to my connecting flight as they are already on the runway. They then directed me to British Airways. I went to the ground attendant of British Airways and she told me to go back to American Airlines to get it re booked. I went back to American Airlines then they told me again to back to British Airways since they are they the one who caused the delay. I went back to British Airways with the American Airlines supervisor. The British Airways attendant gave me a card with the customer service number and told me to call them in the morning. She did not offer any explanations or anything. American Airlines said we can re booked it for tomorrow morning but they did not offer any accommodation. I ended up getting my own car rental and drove from Phoenix to California in the middle of the night since I was not able to resolve this issues with both airlines.",phoenix yesterday supposed land however landed missed connecting ontario california aboard american airlines time able go custom pick luggage already departs went ground crew american airlines told able make connecting already runway directed went ground attendant told go back american airlines get booked went back american airlines told back since one caused delay went back american airlines supervisor attendant gave card customer service number told call morning offer explanations anything american airlines said booked tomorrow morning offer accommodation ended getting car rental drove phoenix california middle night since able resolve issues airlines,2019-03-14,Verified ,0.6475631,0.32371593,0.028720984,1
962,"San Francisco to London. After paying £4000 for flights which I had to cancel, they wouldn't allow any change of dates or change of name, and after all that wouldn't give me the  Avios points because I wont be on the flight.",san francisco paying cancel wouldnt allow change dates change name wouldnt give avios points wont,2019-03-13,Verified ,0.8348749,0.15099171,0.014133185,1
963,"Rome to London. One of the best European airlines to travel with for short haul flights. The online website is very clear and easy to use. Check-in procedure was smooth. The gate was very close to the shopping area. Boarding the flight was very well organised and quick and through the airbridge. The only negative aspect is that you will need to pay for a drink, as they don’t serve anything free on all European routes.",rome one best european airlines travel short haul online website clear easy use checkin procedure smooth gate close shopping area well organised quick airbridge negative aspect need pay drink dont serve anything free european routes,2019-03-13,Verified ,0.04403232,0.14785549,0.80811226,4
964,"Cologne to Gatwick in economy class with an silver status BA card. No online check-in available.  BA website suggests passenger to arrive at the airport 3 hours before flight departure but airport check-in (the only available option) starts 2 hours before departure. No lounge available (there is a lounge in the terminal open to other airline customers, except BA). No priority boarding for Business and elite level passengers. Boarding the plane by bus. Not even free water on board in economy.",cologne gatwick economy class silver status card online checkin available website suggests passenger arrive airport hours departure airport checkin available option starts hours departure lounge available lounge terminal open customers except priority business elite level passengers bus even free water board economy,2019-03-12,Verified ,0.4824586,0.4357031,0.08183827,1
965,"Tampa to Gatwick. I paid to have my seats bumped up to business class and when I got to the airport they wouldn't let me on the flight because someone on their side messed up when they booked my seats, so instead of honoring my seats they just sat there for an hour telling me they can't do anything and I can't get on the plane. They waited till the very last second before the check in period closed to reissue my tickets and won't reimburse me for the seats that I paid for, but never received.",tampa gatwick paid seats bumped business class got airport wouldnt let someone side messed booked seats instead honoring seats sat hour telling cant anything cant get waited till last second period closed reissue tickets wont reimburse seats paid never received,2019-03-11,Verified ,0.8954375,0.09552421,0.0090382965,1
966,"London Heathrow to Madrid. I travel from LHR regularly. British Airways have proved to be reliable and their service is of good quality. As a frequent traveler, I've been able to use the priority boarding and also managed to get exit row seats. This airline is very good with providing tangible benefits to silver members. The lounge at Heathrow Terminal 5 is also very good and provides a good selection of food and refreshments. The bar is very well stocked and also a good selection of soft drinks available. I'm very happy with the airline service and would definitely recommend British Airways. Keep it up guys.",heathrow madrid travel lhr regularly proved reliable service good quality frequent traveler ive able use priority also managed get exit row seats good providing tangible benefits silver members lounge heathrow terminal also good provides good selection food refreshments bar well stocked also good selection soft drinks available im happy service would definitely recommend keep guys,2019-03-09,Verified ,0.001344856,0.010251127,0.9884041,5
967,"Gatwick to St Lucia return. Recently returned from a two week holiday with my wife in Caribbean for a 60th birthday celebration. Tickets bought in August 2018 and decided to spoil ourselves with a Club Class return, having flown out Premium Economy. Arrived at airport to be told that we'd been downgraded to Premium Economy due to overbooking. Apologetic ground staff (defending the indefensible) but no apology on the plane. Fuming all the way back to London, exacerbated by hopeless cabin staff service (tea when I asked for coffee) and filthy food. Complained on return through BA exec Club webiste with response from Customer Service 10 days later. BA claims that overbooking is a very rare occurrence and gave a lukewarm apology. Evidence from ground staff on both journeys contradicts this and it seems to be a standard occurrence during peak season. We booked early so probably had relatively cheap seats. BA has presumably made money by selling our tickets to a higher bidder. General quality of BA service, food and wine has fallen dramatically over the last few years. BA is now effectively a low cost airline, flying a fleet of very tired aircraft, trying to preserve the gloss of a quality airline. The accountants may win in the short term but passengers will vote with their feet. Avoid this airline if you possible can. And the final insult in booking premium seats with BA is that you get charge £40 to pre reserve in Club and £70 in Premium Economy. BA, you are having a laugh with the flying public. On this performance you don't deserve to stay in business.",gatwick st lucia return recently returned two week holiday wife caribbean th birthday celebration tickets bought august decided spoil club class return flown premium economy arrived airport told wed downgraded premium economy due overbooking apologetic ground staff defending indefensible apology fuming way back exacerbated hopeless cabin staff service tea asked coffee filthy food complained return exec club webiste response customer service days later claims overbooking rare occurrence gave lukewarm apology evidence ground staff journeys contradicts seems standard occurrence peak season booked early probably relatively cheap seats presumably made money selling tickets higher bidder general quality service food wine fallen dramatically last years effectively low cost fleet tired trying preserve gloss quality accountants may win short term passengers vote feet avoid possible final insult booking premium seats get charge pre reserve club premium economy laugh public performance dont deserve stay business,2019-03-09,Verified ,0.8106902,0.1640835,0.025226358,1
968,"It's been many years since I flew long haul British Airways and I was pleasantly surprised by recent flights. BA staff used to be offhand and inhospitable but that's all changed. From the time of arriving at London Heathrow T5 the staff have been really friendly and helpful. Similarly on the flight, the attendants couldn't do enough for me. When I requested tomato juice with Worcester sauce, the attendant made a special trip to the rear to get it. On the way back I asked for a tonic water and, again, they offered to go and get it. The seating of these newer planes allows me knee room, even though I'm 6ft 3ins and the headrest can be slid up high enough too. The entertainment system, though a little quirky in its operation and menu system compared to the slickness of Cathay Pacific, nevertheless had a good range of movies and TV to watch. Both flights ended up arriving on time, despite delays at Heathrow both ways, and the pilots kept us cheerfully informed as what was going on. Food quality was reasonable, again not up to the standard of Cathay Pacific, rather let down by a filled croissant for breakfast which I thought was a bit mean. Overall a very pleasant flight, thanks BA. Is this because competition is hotting up and BA now have to try harder?",many years since flew long haul pleasantly surprised recent staff used offhand inhospitable thats changed time arriving heathrow staff really friendly helpful similarly attendants couldnt enough requested tomato juice worcester sauce attendant made special trip rear get way back asked tonic water offered go get seating newer planes allows knee room even though im ft ins headrest slid high enough entertainment system though little quirky operation menu system compared slickness cathay pacific nevertheless good range movies tv watch ended arriving time despite delays heathrow ways pilots kept us cheerfully informed going food quality reasonable standard cathay pacific rather let filled croissant breakfast thought bit mean overall pleasant thanks competition hotting try harder,2019-03-08,Verified ,0.026992371,0.13296825,0.84003925,4
970,Edinburgh to Boston via London. The planes are ancient and need to be replaced. If these were cars they would have an antique plate. The seats are uncomfortable and worn. There is no lumbar support. The space between the seatback in front and your face is inches. It’s really claustrophobic. The food is awful and last evening we were not offered a choice. So for $1200 each we had horrible seats and terrible food. The short connecting flights do not even offer bottled water. The M&S menu is expensive and offers limited choices. Meal deals in the airport convenience and drug stores offer much better options for less than half the price. The planes on both long legs of the trip last week were filthy. The cabin crew on the BOS to LHR and LHR to EDI were good. There was one member in the LHR to BOS who was snippy to passengers and seemed put out by needing to do her job. Boarding is supposed to be by group but was a disaster as people queued up well before their section was called and it made it extremely difficult to get to board. British Airways has become like a budget airline who does not charge budget pricing.,edinburgh boston via planes ancient need replaced cars would antique plate seats uncomfortable worn lumbar support space seatback front face inches really claustrophobic food awful last evening offered choice horrible seats terrible food short connecting even offer bottled water ms menu expensive offers limited choices meal deals airport convenience drug stores offer much better options less half price planes long legs trip last week filthy cabin crew bos lhr lhr edi good one member lhr bos snippy passengers seemed put needing job supposed group disaster people queued well section called made extremely difficult get board become like budget charge budget pricing,2019-03-04,Verified ,0.8773075,0.10596784,0.016724726,1
971,"Gatwick to Mauritius. My wife and 2 friends booked and paid £56 each to select our seats with additional legroom adjacent to the bassinet stowage. On boarding the flight the configuration of the aircraft differed, meaning we had the same seat row and number but without the additional legroom. My formal complaint to BA has been met with what can only be described as condescending platitudes and a blank refusal to refund our seat booking fee. We feel that this a scam and are continuing to pursue the matter. Trading standards are also being informed. It didn’t help the aircraft was delayed by 4 hours on the outward leg, was filthy dirty. The return flight had numerous IFE defects and my seat recline did not work. I also noted a number of cabin minor airworthiness issues, (I am a licensed engineer). A marketing email in celebration of 100 years of service has thanked me for flying hundreds of thousands of miles with BA and then rips me off with nothing in return. British Airways you are a disgrace, get your act together and provide the service you were once famed for.",gatwick mauritius wife friends booked paid select seats additional legroom adjacent bassinet stowage configuration differed meaning row number without additional legroom formal complaint met described condescending platitudes blank refusal refund booking fee feel scam continuing pursue matter trading standards also informed didnt help delayed hours outward leg filthy dirty return numerous ife defects recline work also noted number cabin minor airworthiness issues licensed engineer marketing email celebration years service thanked hundreds thousands miles rips nothing return disgrace get act together provide service famed,2019-03-03,Verified ,0.90327007,0.08591313,0.0108167855,1
972,"Flew out of Heathrow on 22nd Feb to New York, 20 mins into our flight and we noticed our Tv's weren't working (4 travellers) but I have to say the cabin crew managed to reset them and they we were working within the hour. The reason for reviewing this is how wonderful the crew were. The crew on this flight were amazing, nothing was too much trouble. Thank you to all involved on that flight.",flew heathrow nd feb new york mins noticed tvs werent working travellers say cabin crew managed reset working within hour reason reviewing wonderful crew crew amazing nothing much trouble thank involved,2019-03-03,Not Verified,0.0048975195,0.019336851,0.9757657,5
973,"Horrible flight BA from Gatwick to Cape Town and Iberia on the return. I am only 5'2"" 8st 10 and I find the leg room too cramp. The onboard flight entertainment system was down on the BA flight most of the time. It was probably in the last 2 hours of the flight before they managed to fix it and the system was old fashioned and movies were streamed on a loop. The food was barely edible. Coming back on Iberia the entertainment system was better and the food was also better but the seats legroom was just as bad. I was almost bumped off my connecting flight at MAD due to the lockers being filled up. I had another connection to make at LHR and I was not going to miss that so I had to insist they let me on though loads of other passengers were led off. This was the worst flight I have flown on. Last long haul BA flight for me.",horrible gatwick cape town iberia return st find leg room cramp onboard entertainment system time probably last hours managed fix system old fashioned movies streamed loop food barely edible coming back iberia entertainment system better food also better seats legroom bad almost bumped connecting mad due lockers filled another connection make lhr going miss insist let though loads passengers led worst flown last long haul,2019-03-02,Verified ,0.8318633,0.13866831,0.029468352,1
